Date,WhHf,ChWhHf,BuWhHf,WhHf Sub,Sn Hf,Sn St,Ur,Notes
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
2/21/2023,0,0,0,0,0,1,0,
2/22/2023,0,0,0,0,1,0,0,
2/22/2023,0,0,0,0,1,0,0,
2/22/2023,0,0,0,0,0,1,1,
2/22/2023,0,1,0,0,0,0,0,
2/22/2023,0,0,0,0,0,1,0,
2/22/2023,1,0,0,0,0,0,0,
2/22/2023,0,0,0,0,0,1,0,
2/22/2023,0,0,0,0,0,1,0,
2/22/2023,0,0,0,0,0,1,0,
2/22/2023,0,0,0,0,0,1,0,
2/22/2023,0,0,0,0,0,1,0,
2/22/2023,0,0,0,0,0,1,0,
2/22/2023,0,1,0,0,0,1,0,
2/24/2023,0,1,0,0,0,0,0,
2/24/2023,0,1,0,0,0,0,0,
2/24/2023,0,0,0,0,0,1,0,
2/24/2023,0,1,0,0,0,0,0,
2/24/2023,0,0,0,0,0,1,0,
2/24/2023,0,0,0,0,0,1,0,
2/24/2023,0,0,0,0,0,1,0,
2/24/2023,0,0,0,0,0,1,0,
2/24/2023,0,0,0,0,0,1,0,
2/24/2023,0,0,0,0,1,0,0,
2/24/2023,0,0,0,0,0,1,0,
2/24/2023,0,1,0,0,0,0,0,
2/27/2023,0,0,0,0,0,1,0,
2/28/2023,0,0,0,0,1,0,0,
3/1/2023,0,0,0,0,0,1,0,
3/1/2023,0,0,0,0,1,0,0,
3/1/2023,0,1,0,0,0,0,0,
3/2/2023,0,0,0,0,1,0,0,
3/2/2023,0,0,0,0,0,1,0,
3/2/2023,1,0,0,My,0,0,0,
3/2/2023,0,0,0,0,0,1,0,
3/2/2023,0,0,0,0,0,1,0,
3/2/2023,0,0,0,0,0,1,0,
3/4/2023,0,0,0,0,1,0,0,
3/4/2023,0,0,0,0,0,1,0,
3/4/2023,0,0,0,0,1,0,0,
3/4/2023,0,0,0,0,1,0,0,
3/4/2023,0,0,0,0,0,1,0,
3/4/2023,0,0,0,0,0,1,0,
3/4/2023,0,0,0,0,1,0,0,
3/5/2023,0,0,0,0,0,1,0,
3/5/2023,0,0,0,0,1,0,0,
3/5/2023,0,1,0,0,0,0,0,
3/6/2023,0,0,0,0,0,1,0,
3/6/2023,0,0,0,0,0,1,0,
3/6/2023,1,0,0,0,0,0,0,
3/6/2023,0,0,0,0,0,1,0,
3/6/2023,0,1,0,0,0,0,0,
3/7/2023,1,0,0,0,0,0,0,
3/10/2023,0,1,0,0,0,0,0,
3/15/2023,1,0,0,0,0,0,0,
3/18/2023,0,0,0,0,0,1,0,
3/23/2023,0,0,0,0,0,1,0,
3/24/2023,0,0,0,0,1,0,0,
3/24/2023,0,0,0,0,0,1,0,
3/24/2023,0,1,0,0,0,0,0,
3/24/2023,0,0,0,0,0,1,0,
3/24/2023,0,0,0,0,0,1,0,
3/24/2023,0,0,0,0,0,1,0,
3/24/2023,0,1,0,0,0,0,0,
3/24/2023,0,1,0,0,0,0,0,
3/24/2023,0,1,0,0,0,0,0,
3/24/2023,0,0,0,0,0,1,0,
3/24/2023,0,1,0,0,0,0,0,
3/24/2023,0,1,0,0,0,0,0,
3/24/2023,0,1,0,0,0,0,0,
3/25/2023,0,1,0,0,0,0,0,
3/25/2023,0,1,0,0,0,0,0,
3/25/2023,0,1,0,0,0,0,0,
3/25/2023,0,1,0,0,0,0,0,
3/25/2023,0,1,0,0,0,0,0,
3/25/2023,0,0,0,0,1,0,0,
3/25/2023,0,1,0,0,0,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/26/2023,0,0,0,0,1,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/26/2023,0,1,0,0,0,0,0,
3/27/2023,0,1,0,0,0,0,0,
3/31/2023,0,1,0,0,0,0,0,
4/3/2023,0,1,0,0,0,0,0,
4/3/2023,0,1,0,My,0,0,0,
4/3/2023,0,0,0,0,0,1,0,
4/4/2023,0,0,0,0,0,0,0,
4/4/2023,0,1,0,0,0,0,0,
4/4/2023,0,1,0,0,0,0,0,
4/4/2023,0,1,0,0,0,0,0,
4/4/2023,0,0,0,0,1,0,0,
4/4/2023,0,0,0,0,0,1,0,
4/4/2023,0,1,0,0,0,0,0,
4/4/2023,0,1,0,0,0,0,0,
4/4/2023,0,0,0,0,0,1,0,
4/4/2023,0,0,0,0,0,1,0,
4/4/2023,0,0,0,0,1,0,0,
4/5/2023,0,1,0,My,0,0,0,
4/5/2023,0,1,0,0,1,0,0,
4/5/2023,0,0,0,0,0,0,0,
4/5/2023,0,0,0,0,0,1,0,
4/5/2023,0,1,0,0,0,0,0,
4/13/2023,0,1,0,0,0,0,0,
4/13/2023,0,0,0,0,0,1,0,
4/13/2023,0,0,0,0,0,1,0,
4/13/2023,0,0,0,0,0,1,0,
4/13/2023,0,0,0,0,0,1,0,
4/13/2023,0,1,0,0,0,0,0,
4/19/2023,0,0,0,0,1,0,0,
4/19/2023,0,0,0,0,0,1,0,
4/19/2023,0,0,0,0,1,0,0,
4/19/2023,0,1,0,0,0,0,0,
4/19/2023,1,0,0,0,0,0,0,
4/20/2023,0,0,0,0,0,1,0,
4/20/2023,1,0,0,0,0,0,0,
4/20/2023,0,0,0,0,0,1,0,
4/23/2023,0,0,0,0,0,1,0,
5/3/2023,0,0,0,0,1,0,0,
5/3/2023,1,0,0,0,0,0,0,
5/4/2023,0,0,0,0,1,0,0,
5/4/2023,1,0,0,0,0,0,0,
5/4/2023,0,0,0,0,0,1,0,
5/6/2023,0,0,0,0,0,1,0,
5/6/2023,0,0,0,0,1,0,0,
5/6/2023,1,0,0,0,0,0,0,
5/16/2023,0,0,0,0,0,1,0,
5/16/2023,0,0,0,0,1,0,0,
5/16/2023,0,0,0,0,1,0,0,
5/23/2023,0,0,0,0,1,0,0,
5/24/2023,0,0,0,0,1,0,0,
6/1/2023,1,0,0,0,0,0,0,
6/1/2023,0,0,0,0,1,0,0,
6/1/2023,0,0,0,0,1,0,0,
6/1/2023,0,0,0,0,1,0,0,
6/1/2023,0,0,0,0,0,1,0,
6/1/2023,0,0,0,0,0,1,0,
6/1/2023,0,0,0,0,1,0,0,
6/1/2023,0,0,0,0,1,0,0,
6/2/2023,0,0,0,0,1,0,0,
6/5/2023,0,0,0,0,1,0,0,
6/5/2023,0,1,0,0,0,0,0,
6/5/2023,0,1,0,0,0,0,0,
6/5/2023,0,1,0,0,0,0,0,
6/5/2023,0,0,0,0,0,1,0,
6/5/2023,0,1,0,0,0,0,0,
6/5/2023,0,0,0,0,0,1,0,
6/5/2023,1,0,0,0,0,0,0,
6/5/2023,0,1,0,0,0,0,0,
6/5/2023,0,1,0,0,0,0,0,
6/5/2023,0,1,0,0,0,0,0,
6/5/2023,0,0,0,0,0,1,0,
6/5/2023,0,1,0,0,0,0,0,
6/7/2023,0,0,0,0,1,0,0,
6/10/2023,0,0,0,0,1,0,0,
6/10/2023,0,0,0,0,0,1,0,
6/10/2023,0,0,0,0,0,1,0,
6/10/2023,0,0,0,0,0,1,0,
6/10/2023,1,0,0,0,0,0,0,
6/10/2023,1,0,0,0,0,0,0,
6/15/2023,0,0,0,0,0,1,0,
6/15/2023,1,0,0,0,0,0,0,
8/20/2023,0,0,0,0,0,1,0,
